x,y,speed,yaw
-2.77,-0.20,4.00,0.0000
5.21,-0.20,3.90,-0.0028
8.06,-0.20,2.90,0.1320
9.45,-0.02,2.24,1.3684
9.74,1.38,2.91,1.5791
9.69,6.96,2.87,1.7463
9.42,8.50,2.12,3.0086
8.40,8.63,2.64,3.1350
-10.22,8.76,4.00,-3.0359
-12.82,8.48,3.81,-2.4723
-13.69,7.79,4.00,-1.5712
-13.70,1.85,3.02,-1.6574
-13.85,0.13,2.23,-0.1747
-12.24,-0.16,2.98,-0.1747
